"Registered" "Date" "Year" "Month" "Day" "Hour" "Holiday" "WorkDay" "Weather" "Temp" "TempFeel" "Humidity" "Windspeed" "Casual"
"15570" 118 "2012-10-15" "2012" 10 1 22 0 1 1 0.5 0.4848 0.59 0.2836 8
"2409" 42 "2011-04-15" "2011" 4 5 6 1 0 1 0.36 0.3636 0.81 0.0896 5
"5577" 101 "2011-08-25" "2011" 8 4 6 0 1 1 0.66 0.6061 0.83 0.3284 1
"12784" 357 "2012-06-21" "2012" 6 4 20 0 1 1 0.86 0.7879 0.44 0.194 79
"8543" 44 "2011-12-27" "2011" 12 2 16 0 1 3 0.44 0.4394 0.88 0.3284 2
"7256" 116 "2011-11-03" "2011" 11 4 22 0 1 1 0.4 0.4091 0.82 0 21
"14031" 317 "2012-08-12" "2012" 8 0 19 0 0 1 0.74 0.6515 0.4 0.1343 148
"7072" 42 "2011-10-27" "2011" 10 4 6 0 1 3 0.5 0.4848 0.82 0 4
"3315" 18 "2011-05-23" "2011" 5 1 0 0 1 2 0.56 0.5303 0.88 0.1343 23
"12982" 54 "2012-06-30" "2012" 6 6 2 0 0 2 0.64 0.5758 0.89 0 7
"1008" 71 "2011-02-14" "2011" 2 1 15 0 1 1 0.56 0.5303 0.21 0.6567 19
"2725" 45 "2011-04-28" "2011" 4 4 10 0 1 2 0.62 0.5606 0.88 0.2836 9
"1855" 8 "2011-03-23" "2011" 3 3 0 0 1 3 0.36 0.3485 0.71 0.2239 3
"13897" 33 "2012-08-07" "2012" 8 2 5 0 1 1 0.7 0.6667 0.79 0.1045 3
"11876" 25 "2012-05-15" "2012" 5 2 0 0 1 2 0.56 0.5303 0.88 0.1343 7
"7318" 226 "2011-11-06" "2011" 11 0 12 0 0 1 0.44 0.4394 0.54 0 120
"1509" 8 "2011-03-08" "2011" 3 2 5 0 1 1 0.2 0.2273 0.69 0.1045 2
"11443" 106 "2012-04-26" "2012" 4 4 23 0 1 1 0.5 0.4848 0.88 0.1642 6
"7247" 150 "2011-11-03" "2011" 11 4 13 0 1 2 0.52 0.5 0.48 0.2537 19
"8217" 22 "2011-12-14" "2011" 12 3 0 0 1 1 0.26 0.303 0.75 0 0
"837" 89 "2011-02-07" "2011" 2 1 7 0 1 1 0.18 0.2424 0.86 0 6
"2368" 55 "2011-04-13" "2011" 4 3 13 0 1 2 0.44 0.4394 0.77 0.194 6
"16207" 18 "2012-11-13" "2012" 11 2 0 0 1 2 0.52 0.5 0.83 0.2836 5
"11120" 218 "2012-04-13" "2012" 4 5 12 0 1 1 0.5 0.4848 0.31 0 104
"791" 17 "2011-02-05" "2011" 2 6 9 0 0 3 0.2 0.2273 1 0.0896 3
"13862" 154 "2012-08-05" "2012" 8 0 18 0 0 3 0.7 0.6667 0.74 0.1343 75
"15178" 448 "2012-09-29" "2012" 9 6 14 0 0 1 0.6 0.6212 0.4 0.2537 302
"12142" 55 "2012-05-26" "2012" 5 6 2 0 0 1 0.64 0.5758 0.89 0.1343 9
"672" 71 "2011-01-31" "2011" 1 1 7 0 1 2 0.16 0.1364 0.64 0.2836 1
"8352" 135 "2011-12-19" "2011" 12 1 15 0 1 1 0.38 0.3939 0.46 0.1642 24
"13639" 184 "2012-07-27" "2012" 7 5 11 0 1 1 0.84 0.7727 0.47 0.3284 67
"15154" 294 "2012-09-28" "2012" 9 5 14 0 1 2 0.7 0.6515 0.54 0.2537 105
"9782" 177 "2012-02-17" "2012" 2 5 12 0 1 1 0.38 0.3939 0.46 0.3881 21
"8955" 60 "2012-01-13" "2012" 1 5 23 0 1 1 0.18 0.1818 0.47 0.194 5
"16042" 2 "2012-11-06" "2012" 11 2 2 0 1 1 0.24 0.2576 0.65 0.0896 0
"6637" 35 "2011-10-09" "2011" 10 0 2 0 0 1 0.46 0.4545 0.88 0 20
"12113" 237 "2012-05-24" "2012" 5 4 21 0 1 3 0.64 0.5909 0.78 0.1642 48
"3250" 289 "2011-05-20" "2011" 5 5 7 0 1 1 0.5 0.4848 0.77 0.1642 30
"15420" 354 "2012-10-09" "2012" 10 2 16 0 1 2 0.5 0.4848 0.72 0.1642 70
"13280" 221 "2012-07-12" "2012" 7 4 12 0 1 1 0.78 0.6818 0.35 0.1343 71
"4395" 29 "2011-07-07" "2011" 7 4 0 0 1 1 0.66 0.5909 0.89 0.1343 6
"25" 13 "2011-01-02" "2011" 1 0 0 0 0 2 0.46 0.4545 0.88 0.2985 4
"6432" 194 "2011-09-30" "2011" 9 5 13 0 1 2 0.66 0.6212 0.47 0.3284 72
"13640" 207 "2012-07-27" "2012" 7 5 12 0 1 1 0.84 0.7879 0.49 0.3582 92
"12808" 171 "2012-06-22" "2012" 6 5 20 0 1 2 0.76 0.697 0.55 0.5224 31
"6368" 179 "2011-09-27" "2011" 9 2 21 0 1 1 0.6 0.5606 0.83 0 17
"11039" 2 "2012-04-10" "2012" 4 2 2 0 1 1 0.36 0.3485 0.71 0.1343 0
"12573" 21 "2012-06-13" "2012" 6 3 1 0 1 1 0.64 0.5909 0.78 0 7
"7735" 66 "2011-11-23" "2011" 11 3 21 0 1 1 0.36 0.3182 0.57 0.4627 0
"1776" 129 "2011-03-19" "2011" 3 6 16 0 0 1 0.5 0.4848 0.31 0.3881 175
"16759" 16 "2012-12-06" "2012" 12 4 1 0 1 1 0.26 0.2424 0.48 0.2836 0
"8837" 12 "2012-01-09" "2012" 1 1 0 0 1 1 0.24 0.2273 0.6 0.2239 3
"2104" 100 "2011-04-02" "2011" 4 6 12 0 0 3 0.32 0.3333 0.81 0.1343 84
"6359" 129 "2011-09-27" "2011" 9 2 12 0 1 2 0.66 0.5909 0.89 0.1343 33
"9531" 6 "2012-02-07" "2012" 2 2 1 0 1 1 0.28 0.2879 0.61 0.1343 8
"13664" 330 "2012-07-28" "2012" 7 6 12 0 0 1 0.84 0.7576 0.41 0.2239 157
"14401" 39 "2012-08-28" "2012" 8 2 5 0 1 2 0.66 0.6061 0.83 0.0896 3
"6834" 299 "2011-10-17" "2011" 10 1 7 0 1 2 0.5 0.4848 0.55 0.1642 10
"10354" 162 "2012-03-12" "2012" 3 1 12 0 1 1 0.48 0.4697 0.39 0.2239 59
"12699" 135 "2012-06-18" "2012" 6 1 7 0 1 3 0.52 0.5 0.94 0.2239 10
"13151" 19 "2012-07-07" "2012" 7 6 3 0 0 1 0.74 0.7121 0.74 0.1343 12
"9724" 4 "2012-02-15" "2012" 2 3 2 0 1 1 0.3 0.3333 0.61 0 0
"10742" 170 "2012-03-28" "2012" 3 3 16 0 1 3 0.62 0.6212 0.43 0.0896 51
"982" 92 "2011-02-13" "2011" 2 0 13 0 0 1 0.38 0.3939 0.29 0.3582 62
"1148" 104 "2011-02-20" "2011" 2 0 14 0 0 1 0.36 0.3485 0.27 0.1642 108
"7040" 148 "2011-10-25" "2011" 10 2 22 0 1 1 0.46 0.4545 0.67 0.194 22
"15315" 417 "2012-10-05" "2012" 10 5 7 0 1 1 0.52 0.5 0.83 0.1045 11
"2662" 320 "2011-04-25" "2011" 4 1 19 0 1 1 0.66 0.6212 0.57 0.3284 62
"10795" 190 "2012-03-30" "2012" 3 5 21 0 1 1 0.38 0.3939 0.66 0.1343 30
"3959" 127 "2011-06-18" "2011" 6 6 20 0 0 2 0.72 0.6667 0.58 0.1343 61
"5219" 361 "2011-08-10" "2011" 8 3 8 0 1 1 0.74 0.6667 0.51 0.194 38
"10225" 4 "2012-03-07" "2012" 3 3 2 0 1 1 0.3 0.2879 0.56 0.2836 0
"3029" 4 "2011-05-11" "2011" 5 3 2 0 1 1 0.52 0.5 0.59 0 6
"1699" 49 "2011-03-16" "2011" 3 3 10 0 1 2 0.36 0.3485 0.81 0.1642 19
"10710" 567 "2012-03-27" "2012" 3 2 8 0 1 1 0.22 0.2121 0.37 0.2985 14
"14204" 25 "2012-08-20" "2012" 8 1 0 0 1 2 0.6 0.5606 0.83 0.1045 1
"9133" 45 "2012-01-21" "2012" 1 6 10 0 0 3 0.16 0.1515 0.93 0.2537 0
"9488" 4 "2012-02-05" "2012" 2 0 5 0 0 3 0.26 0.2576 0.81 0.194 0
"1982" 47 "2011-03-28" "2011" 3 1 10 0 1 1 0.24 0.2273 0.3 0.194 22
"5728" 11 "2011-09-01" "2011" 9 4 2 0 1 1 0.58 0.5455 0.78 0.0896 14
"17303" 113 "2012-12-28" "2012" 12 5 19 0 1 2 0.24 0.2273 0.65 0.194 15
"9795" 38 "2012-02-18" "2012" 2 6 1 0 0 1 0.32 0.3182 0.49 0.1642 7
"2457" 5 "2011-04-17" "2011" 4 0 6 0 0 1 0.36 0.3182 0.66 0.4478 3
"7217" 240 "2011-11-02" "2011" 11 3 7 0 1 1 0.3 0.3333 0.81 0 11
"3640" 213 "2011-06-05" "2011" 6 0 13 0 0 1 0.66 0.6212 0.65 0.1045 154
"1359" 55 "2011-03-01" "2011" 3 2 21 0 1 1 0.26 0.303 0.56 0 8
"7382" 4 "2011-11-09" "2011" 11 3 4 0 1 1 0.32 0.3485 0.87 0 0
"2317" 55 "2011-04-11" "2011" 4 1 10 0 1 2 0.56 0.5303 0.83 0.2985 41
"16553" 52 "2012-11-27" "2012" 11 2 10 0 1 3 0.32 0.3182 0.81 0.194 5
"10244" 177 "2012-03-07" "2012" 3 3 21 0 1 1 0.44 0.4394 0.62 0.2537 11
"15621" 14 "2012-10-18" "2012" 10 4 1 0 1 1 0.46 0.4545 0.82 0.2239 0
"7028" 102 "2011-10-25" "2011" 10 2 10 0 1 1 0.5 0.4848 0.51 0.2537 26
"4600" 162 "2011-07-15" "2011" 7 5 13 0 1 1 0.7 0.6515 0.54 0.194 85
"7055" 62 "2011-10-26" "2011" 10 3 13 0 1 3 0.56 0.5303 0.6 0.1045 20
"5876" 83 "2011-09-07" "2011" 9 3 7 0 1 3 0.6 0.5455 0.88 0.0896 3
"14153" 198 "2012-08-17" "2012" 8 5 21 0 1 2 0.68 0.2424 0.69 0.2985 57
"15457" 42 "2012-10-11" "2012" 10 4 5 0 1 1 0.36 0.3485 0.5 0.1642 0
"7830" 94 "2011-11-27" "2011" 11 0 20 0 0 1 0.5 0.4848 0.63 0.2537 10
"10107" 2 "2012-03-02" "2012" 3 5 4 0 1 1 0.32 0.3485 0.61 0 0
